,User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
95,10065831,54.0,male,36,174.0,78.0,13.0,92.0,40.1
96,10067056,54.0,male,26,177.0,80.0,13.0,95.0,39.9
97,10067456,204.0,female,39,169.0,62.0,29.0,113.0,41.0
98,10067637,92.0,female,51,170.0,71.0,16.0,100.0,40.3
99,10067859,210.0,male,53,196.0,97.0,27.0,108.0,40.9
100,10068396,130.0,female,34,173.0,69.0,22.0,104.0,40.7
101,10068443,34.0,female,43,166.0,62.0,8.0,86.0,39.4
102,10069305,47.0,female,44,159.0,59.0,10.0,90.0,39.7
103,10069648,201.0,male,37,196.0,91.0,28.0,110.0,41.0
104,10072090,88.0,male,39,194.0,99.0,17.0,95.0,40.2
105,10072185,70.0,female,24,167.0,62.0,17.0,88.0,40.3
106,10072374,95.0,male,68,190.0,95.0,15.0,94.0,40.2
107,10072548,114.0,male,65,178.0,84.0,17.0,99.0,40.3
108,10072811,8.0,male,24,175.0,78.0,4.0,81.0,39.1
109,10072976,177.0,male,27,172.0,71.0,29.0,109.0,40.6
110,10073254,97.0,female,41,159.0,60.0,18.0,97.0,40.8
111,10074404,156.0,male,72,172.0,82.0,19.0,107.0,40.5
112,10076869,59.0,male,28,192.0,92.0,14.0,93.0,40.3
113,10077039,83.0,female,34,156.0,56.0,17.0,93.0,40.3
114,10077557,100.0,female,37,164.0,60.0,17.0,102.0,40.2
115,10078779,43.0,male,38,182.0,88.0,9.0,94.0,39.7
116,10078782,198.0,female,36,153.0,57.0,28.0,113.0,41.0
117,10078938,27.0,female,26,158.0,58.0,7.0,85.0,39.8
118,10079137,45.0,male,21,199.0,95.0,13.0,90.0,39.9
119,10079483,30.0,male,46,183.0,81.0,8.0,86.0,39.5
120,10079907,102.0,male,32,193.0,96.0,18.0,101.0,40.3
121,10080947,150.0,female,53,172.0,70.0,25.0,102.0,40.6
122,10081258,119.0,male,63,184.0,91.0,18.0,98.0,40.6
123,10082523,32.0,male,74,205.0,112.0,6.0,83.0,39.0
124,10082589,259.0,male,57,177.0,79.0,29.0,117.0,40.7
125,10082743,34.0,female,54,159.0,63.0,8.0,84.0,39.7
126,10083227,143.0,female,66,162.0,66.0,24.0,99.0,40.7
127,10083493,53.0,female,73,154.0,57.0,10.0,90.0,39.9
128,10083928,28.0,male,63,178.0,76.0,6.0,87.0,39.1
129,10084261,66.0,male,62,176.0,84.0,11.0,95.0,40.1
130,10085980,96.0,female,43,158.0,60.0,17.0,99.0,40.4
131,10088727,23.0,female,21,181.0,68.0,6.0,86.0,39.2
132,10088974,96.0,female,44,154.0,62.0,18.0,96.0,40.4
133,10089643,23.0,female,34,169.0,67.0,8.0,76.0,39.5
134,10091123,230.0,male,61,183.0,87.0,29.0,108.0,40.6
135,10091465,125.0,male,26,177.0,78.0,23.0,104.0,40.3
136,10092048,62.0,male,34,183.0,84.0,16.0,90.0,40.0
137,10093132,94.0,female,21,171.0,68.0,19.0,97.0,40.1
138,10094392,189.0,male,45,179.0,78.0,24.0,114.0,40.6
139,10096522,101.0,female,56,165.0,70.0,18.0,98.0,40.4
140,10097220,20.0,male,40,167.0,66.0,6.0,87.0,39.1
141,10097954,61.0,female,69,172.0,69.0,11.0,95.0,39.7
142,10098080,168.0,male,25,175.0,78.0,28.0,108.0,40.9
143,10099232,123.0,male,21,186.0,88.0,24.0,102.0,40.7
144,10099348,229.0,male,60,187.0,88.0,29.0,108.0,40.8
145,10100047,105.0,female,25,159.0,59.0,21.0,96.0,40.9
146,10100197,145.0,female,36,176.0,74.0,23.0,108.0,40.8
147,10100218,160.0,female,57,170.0,72.0,26.0,103.0,40.3
148,10100604,121.0,female,66,145.0,49.0,18.0,104.0,40.2
149,10101371,29.0,female,21,171.0,68.0,9.0,81.0,39.7
150,10101706,167.0,female,70,189.0,86.0,28.0,101.0,40.6
151,10102192,82.0,male,22,180.0,79.0,21.0,95.0,40.6
152,10104386,42.0,female,52,179.0,76.0,9.0,90.0,39.8
153,10106140,81.0,female,50,162.0,59.0,14.0,99.0,40.3
154,10106359,106.0,female,71,146.0,51.0,17.0,99.0,40.1
155,10106650,8.0,female,51,160.0,63.0,2.0,82.0,38.3
156,10106805,36.0,female,22,159.0,58.0,9.0,87.0,39.4
157,10107692,73.0,female,27,160.0,64.0,14.0,98.0,39.8
158,10108209,106.0,female,61,147.0,56.0,18.0,98.0,40.2
159,10108884,13.0,female,62,145.0,50.0,3.0,82.0,38.6
160,10109177,49.0,female,63,160.0,61.0,10.0,89.0,40.1
161,10109322,146.0,male,39,198.0,105.0,23.0,102.0,40.7
162,10110611,16.0,female,31,153.0,54.0,4.0,86.0,39.1
163,10111843,53.0,female,47,173.0,74.0,10.0,97.0,39.8
164,10114498,212.0,male,58,189.0,96.0,27.0,107.0,40.8
165,10114943,29.0,female,41,154.0,58.0,6.0,91.0,39.2
166,10115284,11.0,male,44,196.0,95.0,3.0,83.0,38.8
167,10116277,221.0,male,48,177.0,86.0,27.0,114.0,41.0
168,10117681,265.0,male,79,176.0,82.0,30.0,109.0,40.8
169,10117815,173.0,male,30,186.0,86.0,27.0,108.0,41.1
170,10118920,110.0,male,48,159.0,60.0,21.0,98.0,40.6
171,10119080,22.0,female,64,156.0,51.0,5.0,82.0,39.1
172,10119545,132.0,female,33,158.0,61.0,21.0,107.0,40.8
173,10120578,46.0,female,23,170.0,66.0,12.0,86.0,40.3
174,10121024,195.0,male,56,184.0,85.0,26.0,107.0,40.9
175,10121211,149.0,female,52,165.0,65.0,23.0,106.0,40.6
176,10121663,33.0,female,48,146.0,46.0,7.0,88.0,39.5
177,10121927,5.0,male,23,180.0,85.0,2.0,85.0,37.8
178,10122039,3.0,female,22,153.0,57.0,1.0,81.0,38.0
179,10123661,89.0,male,28,187.0,85.0,23.0,92.0,40.2
180,10125029,264.0,male,73,188.0,93.0,29.0,111.0,40.9
181,10126210,17.0,female,78,187.0,84.0,4.0,84.0,39.0
182,10126377,76.0,male,23,180.0,82.0,17.0,98.0,40.2
183,10126521,11.0,male,59,182.0,86.0,3.0,81.0,38.6
184,10126548,90.0,male,79,175.0,83.0,14.0,93.0,40.2
185,10128705,115.0,female,27,175.0,71.0,22.0,99.0,40.8
186,10129283,56.0,female,63,161.0,61.0,11.0,91.0,40.4
187,10129534,150.0,male,23,177.0,85.0,22.0,113.0,40.7
188,10129910,24.0,male,42,179.0,81.0,8.0,82.0,39.7
189,10130636,137.0,female,38,161.0,64.0,24.0,101.0,40.3
190,10131251,160.0,female,51,163.0,59.0,24.0,107.0,40.4
191,10131926,116.0,male,21,187.0,84.0,27.0,97.0,40.8
192,10131998,140.0,female,56,162.0,63.0,20.0,110.0,40.7
193,10132457,123.0,female,74,167.0,71.0,20.0,100.0,40.6
194,10132785,42.0,male,35,178.0,80.0,11.0,90.0,39.8
195,10133224,199.0,female,64,165.0,69.0,29.0,108.0,40.8
196,10133801,154.0,female,67,165.0,65.0,24.0,103.0,40.4
197,10134177,171.0,female,63,165.0,65.0,26.0,105.0,40.6
198,10134201,72.0,male,48,186.0,85.0,17.0,88.0,40.6
199,10134350,87.0,male,63,182.0,86.0,14.0,96.0,40.1
200,10134511,75.0,male,42,194.0,100.0,13.0,98.0,40.1
201,10135130,55.0,male,42,186.0,89.0,13.0,89.0,40.2
202,10135700,136.0,female,65,157.0,54.0,23.0,97.0,40.4
203,10136038,220.0,female,66,179.0,75.0,30.0,113.0,41.1
204,10136790,37.0,male,20,194.0,92.0,10.0,92.0,39.7
205,10137583,174.0,male,26,187.0,82.0,29.0,107.0,40.2
206,10137587,133.0,female,44,169.0,62.0,22.0,103.0,40.5
207,10137820,103.0,female,37,160.0,63.0,18.0,101.0,40.4
208,10137959,62.0,female,49,172.0,71.0,13.0,91.0,39.9
209,10140158,66.0,male,68,173.0,77.0,12.0,91.0,39.8
210,10140238,83.0,female,52,157.0,56.0,16.0,93.0,40.2
211,10140715,157.0,female,75,161.0,60.0,24.0,102.0,40.8
212,10142566,168.0,female,33,152.0,51.0,27.0,105.0,41.1
213,10143089,4.0,male,30,184.0,92.0,3.0,74.0,38.7
214,10143692,32.0,male,33,195.0,94.0,12.0,81.0,40.3
215,10144162,11.0,male,23,197.0,96.0,4.0,85.0,38.7
216,10144717,17.0,male,55,183.0,84.0,5.0,80.0,39.0
217,10145022,64.0,male,42,184.0,86.0,14.0,92.0,39.9
218,10145188,210.0,male,77,166.0,66.0,25.0,109.0,40.4
219,10146087,37.0,female,21,179.0,73.0,9.0,90.0,39.6
220,10146286,155.0,female,33,163.0,63.0,27.0,102.0,40.6
221,10146798,49.0,male,20,197.0,93.0,11.0,97.0,39.8
222,10148267,55.0,male,31,178.0,80.0,13.0,94.0,39.8
223,10148373,90.0,female,46,169.0,70.0,18.0,94.0,40.3
224,10149996,108.0,female,51,166.0,70.0,22.0,92.0,40.9
225,10150474,85.0,female,22,167.0,59.0,16.0,99.0,40.2
226,10151428,78.0,female,32,162.0,65.0,16.0,94.0,40.1
227,10153174,161.0,female,32,167.0,69.0,28.0,103.0,40.8
228,10153431,91.0,male,42,196.0,95.0,18.0,94.0,40.4
229,10153480,46.0,female,33,171.0,70.0,10.0,92.0,39.8
230,10153634,207.0,male,43,176.0,79.0,26.0,115.0,41.2
231,10153799,40.0,male,38,203.0,107.0,7.0,98.0,39.4
232,10154011,58.0,male,60,182.0,90.0,11.0,90.0,40.2
233,10154968,116.0,male,64,184.0,89.0,16.0,102.0,40.3
234,10155136,9.0,male,29,177.0,81.0,5.0,79.0,39.3
235,10155474,180.0,female,49,150.0,49.0,25.0,111.0,41.0
236,10155559,86.0,male,20,176.0,80.0,18.0,101.0,40.4
237,10156483,35.0,male,31,196.0,96.0,11.0,85.0,40.1
238,10157076,34.0,female,64,176.0,74.0,6.0,97.0,39.1
239,10157295,52.0,female,25,160.0,54.0,13.0,86.0,40.4
240,10157722,11.0,male,52,197.0,99.0,3.0,80.0,38.6
241,10158414,55.0,female,63,161.0,57.0,11.0,89.0,40.1
242,10159698,53.0,male,59,177.0,82.0,13.0,84.0,39.8
243,10160535,128.0,female,21,147.0,45.0,23.0,100.0,40.6
244,10162019,29.0,female,64,151.0,50.0,6.0,87.0,39.4
245,10162683,111.0,female,53,147.0,49.0,18.0,101.0,40.2
246,10163372,47.0,female,31,153.0,53.0,10.0,91.0,39.8
247,10164017,8.0,male,39,197.0,96.0,3.0,78.0,38.6
248,10165882,53.0,male,65,183.0,82.0,11.0,87.0,39.6
249,10166538,158.0,female,45,155.0,56.0,27.0,100.0,40.9
250,10167467,10.0,female,30,165.0,59.0,3.0,79.0,38.2
251,10168222,24.0,female,75,140.0,48.0,5.0,85.0,39.1
252,10168643,137.0,male,26,197.0,90.0,24.0,104.0,40.7
253,10168990,48.0,female,56,164.0,67.0,11.0,86.0,39.9
254,10169930,46.0,female,46,161.0,54.0,10.0,88.0,40.2
255,10170142,68.0,male,55,182.0,87.0,12.0,95.0,39.8
256,10171710,185.0,male,45,187.0,91.0,25.0,109.0,41.0
257,10171790,25.0,female,30,169.0,69.0,6.0,89.0,39.4
258,10172522,8.0,female,33,172.0,67.0,2.0,84.0,38.5
259,10173035,160.0,female,39,167.0,63.0,25.0,107.0,40.9
260,10174029,191.0,female,64,174.0,72.0,28.0,108.0,40.9
261,10174276,115.0,female,40,171.0,65.0,20.0,101.0,40.7
262,10174577,105.0,female,23,152.0,51.0,19.0,100.0,40.4
263,10175007,49.0,male,28,207.0,103.0,10.0,96.0,40.1
264,10176870,165.0,female,44,174.0,75.0,27.0,105.0,40.8
265,10177181,13.0,female,20,179.0,74.0,3.0,92.0,38.7
266,10177894,6.0,female,53,167.0,63.0,2.0,74.0,38.1
267,10179670,172.0,female,63,157.0,58.0,28.0,100.0,40.6
268,10180174,139.0,female,23,171.0,63.0,24.0,104.0,40.8
269,10180496,45.0,female,36,157.0,56.0,12.0,82.0,39.7
270,10181065,121.0,female,22,178.0,68.0,23.0,100.0,40.8
271,10182290,27.0,male,42,186.0,84.0,7.0,87.0,39.7
272,10182922,7.0,female,24,166.0,64.0,2.0,84.0,38.4
273,10182990,57.0,male,76,203.0,106.0,8.0,95.0,39.3
274,10186076,109.0,male,69,182.0,87.0,18.0,93.0,40.7
275,10186423,27.0,male,60,178.0,75.0,6.0,87.0,39.4
276,10186484,28.0,male,22,203.0,97.0,8.0,90.0,39.4
277,10187012,149.0,male,28,194.0,95.0,24.0,106.0,40.5
278,10187691,59.0,female,62,156.0,63.0,13.0,86.0,40.4
279,10187923,3.0,female,62,166.0,65.0,1.0,73.0,37.9
280,10188164,63.0,female,47,176.0,77.0,15.0,87.0,39.8
281,10189848,94.0,male,20,179.0,77.0,23.0,97.0,40.6
282,10190166,156.0,male,27,182.0,79.0,29.0,103.0,41.1
283,10190264,72.0,male,68,185.0,87.0,10.0,101.0,39.9
284,10191695,194.0,male,21,200.0,98.0,29.0,111.0,40.7
285,10192977,105.0,female,58,192.0,83.0,18.0,101.0,40.8
286,10194818,126.0,female,60,161.0,64.0,21.0,100.0,40.3
287,10196677,75.0,male,32,173.0,77.0,16.0,97.0,40.0
288,10196902,65.0,male,38,170.0,75.0,14.0,95.0,40.4
289,10198306,238.0,male,62,196.0,97.0,29.0,108.0,40.6
290,10199130,100.0,female,26,135.0,43.0,17.0,102.0,40.4
291,10199291,127.0,female,73,181.0,76.0,19.0,106.0,40.4
292,10199610,60.0,female,32,166.0,66.0,14.0,89.0,39.9
293,10201123,52.0,male,36,193.0,95.0,10.0,97.0,40.0
294,10201619,76.0,male,23,184.0,81.0,15.0,102.0,40.3
295,10204513,89.0,female,50,173.0,65.0,16.0,98.0,40.4
296,10204638,109.0,male,59,172.0,80.0,16.0,102.0,40.0
297,10204765,121.0,male,26,173.0,77.0,23.0,103.0,40.2
298,10205471,45.0,male,47,166.0,71.0,9.0,95.0,39.5
299,10205621,60.0,male,26,191.0,98.0,11.0,101.0,40.0
300,10206507,59.0,male,62,169.0,68.0,13.0,88.0,40.1
301,10206919,50.0,female,26,164.0,61.0,12.0,88.0,40.2
302,10207164,249.0,male,69,180.0,86.0,28.0,112.0,40.9
303,10207737,161.0,male,56,192.0,97.0,20.0,109.0,40.5
304,10210251,136.0,male,49,180.0,81.0,21.0,103.0,40.4
305,10210587,53.0,female,34,178.0,74.0,10.0,99.0,39.7
306,10210809,49.0,male,39,174.0,76.0,17.0,83.0,40.5
307,10211651,101.0,male,76,193.0,104.0,16.0,90.0,40.4
308,10211730,177.0,female,46,154.0,54.0,28.0,104.0,40.8
309,10211735,4.0,female,38,150.0,50.0,1.0,81.0,37.9
310,10212121,166.0,female,23,158.0,58.0,26.0,109.0,40.5
311,10212268,49.0,male,68,188.0,90.0,10.0,85.0,40.1
312,10212340,57.0,female,31,161.0,57.0,11.0,96.0,40.2
313,10212687,129.0,male,39,178.0,73.0,24.0,100.0,40.6
314,10212725,104.0,male,47,182.0,89.0,17.0,100.0,40.0
315,10216276,96.0,male,57,180.0,87.0,19.0,90.0,40.2
316,10216387,50.0,male,48,181.0,88.0,9.0,96.0,40.0
317,10216564,22.0,male,34,186.0,84.0,8.0,83.0,39.7
318,10216639,25.0,female,45,161.0,65.0,7.0,80.0,39.5
319,10217836,41.0,male,24,182.0,85.0,10.0,95.0,40.0
320,10218276,165.0,female,20,155.0,56.0,26.0,109.0,40.6
321,10218344,9.0,female,25,158.0,55.0,3.0,76.0,38.4
322,10219012,128.0,female,44,170.0,69.0,24.0,97.0,40.7
323,10219385,131.0,male,49,181.0,84.0,21.0,101.0,40.5
324,10221203,72.0,female,35,164.0,61.0,16.0,90.0,40.1
325,10222541,57.0,female,57,158.0,55.0,9.0,103.0,39.9
326,10222741,109.0,male,28,173.0,73.0,20.0,104.0,40.2
327,10223654,88.0,female,26,172.0,64.0,16.0,101.0,40.2
328,10224390,108.0,male,69,177.0,76.0,15.0,102.0,40.3
329,10224780,3.0,male,32,197.0,101.0,1.0,84.0,37.7
330,10225720,138.0,female,30,152.0,57.0,23.0,104.0,40.7
331,10227127,26.0,female,39,170.0,72.0,6.0,89.0,38.9
332,10227445,88.0,female,55,170.0,69.0,14.0,104.0,40.3
333,10227552,46.0,male,59,190.0,93.0,8.0,93.0,39.8
334,10228092,20.0,male,40,184.0,87.0,5.0,88.0,39.5
335,10228565,10.0,male,28,172.0,72.0,5.0,81.0,38.7
336,10229285,78.0,female,63,167.0,67.0,17.0,87.0,40.5
337,10229498,88.0,female,62,185.0,85.0,16.0,98.0,40.3
338,10229762,7.0,female,20,155.0,50.0,2.0,82.0,37.9
339,10230653,60.0,male,42,176.0,76.0,12.0,96.0,40.0
340,10231717,48.0,female,32,176.0,72.0,11.0,90.0,39.8
341,10232135,29.0,female,21,175.0,74.0,8.0,85.0,39.5
342,10232911,107.0,male,79,179.0,81.0,15.0,98.0,40.1
343,10233013,19.0,male,56,185.0,93.0,5.0,81.0,39.0
344,10234654,161.0,female,62,160.0,64.0,25.0,104.0,40.8
345,10234951,187.0,male,62,178.0,79.0,26.0,104.0,40.7
346,10235459,1.0,male,22,183.0,84.0,1.0,76.0,37.8
347,10237219,207.0,male,37,186.0,93.0,27.0,113.0,41.2
348,10237669,107.0,male,29,186.0,85.0,22.0,98.0,40.4
349,10239327,102.0,female,27,149.0,50.0,19.0,98.0,40.4
350,10239890,11.0,male,26,188.0,87.0,8.0,76.0,39.5
351,10240334,177.0,female,27,166.0,59.0,28.0,108.0,41.0
352,10241519,23.0,female,21,179.0,72.0,7.0,82.0,39.4
353,10241763,10.0,female,28,169.0,68.0,3.0,81.0,38.5
354,10241958,144.0,female,35,173.0,73.0,26.0,101.0,40.8
355,10242244,212.0,male,60,181.0,87.0,28.0,106.0,41.0
356,10242269,151.0,female,20,171.0,71.0,25.0,108.0,40.8
357,10243918,28.0,female,35,172.0,65.0,6.0,92.0,39.3
358,10244000,13.0,male,25,158.0,58.0,11.0,79.0,39.7
359,10244375,179.0,male,22,192.0,91.0,26.0,113.0,40.7
360,10247441,20.0,male,24,176.0,76.0,10.0,82.0,39.8
361,10248646,122.0,male,78,175.0,79.0,15.0,105.0,40.1
362,10248759,31.0,female,28,157.0,49.0,7.0,89.0,39.2
363,10248976,181.0,male,38,177.0,84.0,28.0,106.0,40.9
364,10250025,92.0,female,54,163.0,58.0,16.0,98.0,40.5
365,10250208,54.0,male,21,194.0,86.0,15.0,92.0,40.2
366,10250475,97.0,female,30,176.0,69.0,18.0,100.0,40.3
367,10250780,53.0,female,38,172.0,65.0,11.0,93.0,39.6
368,10250910,71.0,male,53,199.0,95.0,13.0,93.0,40.1
369,10251049,115.0,male,21,169.0,69.0,21.0,107.0,40.9
370,10251536,107.0,male,49,185.0,85.0,18.0,99.0,40.2
371,10252034,57.0,male,44,195.0,97.0,12.0,91.0,40.2
372,10252570,41.0,male,20,168.0,68.0,16.0,88.0,40.3
373,10252634,23.0,male,32,183.0,86.0,8.0,84.0,39.7
374,10253739,28.0,female,20,177.0,66.0,8.0,83.0,39.7
375,10254229,8.0,male,41,178.0,81.0,3.0,81.0,38.4
376,10254513,144.0,female,23,160.0,58.0,26.0,101.0,40.7
377,10255842,129.0,female,70,167.0,64.0,22.0,97.0,40.4
378,10256991,31.0,male,26,189.0,90.0,10.0,87.0,39.6
379,10257114,202.0,female,79,165.0,65.0,29.0,106.0,40.8
380,10258184,45.0,female,55,153.0,56.0,9.0,90.0,39.7
381,10258535,203.0,male,59,173.0,79.0,27.0,107.0,40.4
382,10259305,146.0,male,38,192.0,90.0,25.0,101.0,41.0
383,10259605,23.0,female,20,147.0,47.0,5.0,91.0,39.1
384,10259917,13.0,male,27,169.0,68.0,4.0,90.0,38.9
385,10260043,30.0,male,45,166.0,74.0,7.0,91.0,39.4
386,10260258,161.0,male,28,171.0,77.0,25.0,110.0,40.9
387,10261696,87.0,male,47,184.0,87.0,16.0,96.0,40.3
388,10261796,203.0,female,63,138.0,46.0,25.0,117.0,40.5
389,10263320,159.0,male,63,188.0,97.0,23.0,99.0,40.7
390,10263358,207.0,female,41,174.0,72.0,29.0,115.0,40.9
391,10263534,112.0,female,63,163.0,60.0,19.0,98.0,40.2
392,10263593,7.0,female,25,161.0,63.0,2.0,84.0,38.3
393,10264524,111.0,female,34,168.0,69.0,23.0,94.0,40.9
394,10264634,48.0,male,67,160.0,66.0,9.0,92.0,40.1
395,10265215,178.0,female,28,168.0,66.0,28.0,109.0,40.7
396,10265844,216.0,female,53,179.0,76.0,30.0,114.0,40.7
397,10266703,159.0,female,38,163.0,64.0,25.0,107.0,40.6
398,10266885,123.0,male,47,193.0,99.0,20.0,99.0,40.6
399,10268173,82.0,female,38,145.0,49.0,17.0,91.0,40.1
400,10268593,65.0,male,23,165.0,69.0,14.0,101.0,40.5
401,10268820,110.0,female,38,153.0,52.0,19.0,100.0,40.4
402,10268834,7.0,female,38,159.0,59.0,2.0,81.0,38.1
403,10270228,4.0,female,36,179.0,76.0,1.0,83.0,37.3
404,10271107,176.0,male,33,176.0,80.0,28.0,107.0,40.8
405,10271560,22.0,male,28,197.0,98.0,7.0,85.0,39.6
406,10272605,46.0,female,75,164.0,64.0,9.0,89.0,39.7
407,10272678,101.0,male,41,185.0,88.0,19.0,97.0,40.1
408,10274402,27.0,female,43,160.0,54.0,6.0,87.0,39.3
